comuna,entrada_electores,entrada_apruebo,entrada_rechazo,entrada_blancos,entrada_nulos,salida_electores,salida_apruebo,salida_rechazo,salida_blancos,salida_nulos,crec_apruebo,crec_rechazo,crec_nulos,crec_blancos,aumento_votantes,aumento_votantes_p,entrada_votos,entrada_abs,entrada_p_vot,salida_votos,salida_abs,salida_p_vot,crec_prob_voto,entrada_prob_apruebo,salida_prob_apruebo,entrada_prob_nulo,salida_prob_nulo,entrada_prob_blanco,salida_prob_blanco,entrada_prob_rechazo,salida_prob_rechazo,crec_prob_apruebo,crec_prob_rechazo,crec_prob_nulo,crec_prob_blanco,entrada_prob_votar,salida_prob_votar,crec_padron,crec_padron_porc
COELEMU,15253.0,4538,2203,21,28,15157.0,3238,10110,81,153,-1300,7907,125,60,-96.0,0.9937061561660001,6790,8463.0,0.44515832950894907,13582,1575.0,0.8960876162829056,0.4509292867739565,0.2975152429030355,0.21363066569901695,0.0018357044515832951,0.010094345846803457,0.0013767783386874712,0.005344065448307712,0.14443060381564282,0.6670185392887774,-0.08388457720401854,0.5225879354731346,0.008258641395220161,0.0035083609967244173,0.4451583295089491,0.8960876162829055,-96.0,-0.6293843833999868
COIHUECO,19767.0,4080,2546,21,44,23008.0,3415,17294,114,235,-665,14748,191,93,3241.0,1.1639601355795013,6691,13076.0,0.3384934486770881,21058,1950.0,0.9152468706536857,0.5767534219765976,0.2064046137501897,0.14842663421418636,0.0022259321090706734,0.01021383866481224,0.001062376688420094,0.004954798331015299,0.1288005261294076,0.7516515994436718,-0.05797797953600334,0.6228510733142641,0.007987906555741567,0.002728866221944626,0.3384934486770881,0.9152468706536857,3241.0,16.396013557950116
COINCO,7011.0,2616,701,7,22,7439.0,2179,4447,63,122,-437,3746,100,56,428.0,1.0610469262587363,3346,3665.0,0.4772500356582513,6811,628.0,0.9155800510821347,0.4383300154238834,0.37312794180573383,0.2929157144777524,0.0031379261161032664,0.0164000537706681,0.0009984310369419483,0.008468880225836806,0.09998573669947226,0.5977954026078774,-0.08021222732798144,0.4978096659084052,0.013262127654564833,0.005330954109733539,0.4772500356582513,0.9155800510821348,428.0,6.104692625873627
COLBUN,16894.0,5021,1401,16,26,19137.0,4373,12605,117,234,-648,11204,208,101,2243.0,1.1327690304250029,6464,10430.0,0.3826210488930981,17329,1808.0,0.9055233317656896,0.5229022828725914,0.297206108677637,0.22851021581230077,0.0015390079318101102,0.012227621884307885,0.000947081804190837,0.0061138109421539424,0.08292885047946016,0.6586716831269269,-0.06869589286533626,0.5757428326474667,0.010688613952497775,0.004574803010343832,0.3826210488930981,0.9055233317656896,2243.0,13.276903042500296
COLCHANE,2604.0,118,323,3,14,2737.0,95,1696,0,26,-23,1373,12,-3,133.0,1.0510752688172043,458,2146.0,0.17588325652841783,1817,920.0,0.6638655462184874,0.4879822896900695,0.04531490015360983,0.034709535988308365,0.005376344086021506,0.009499451954694921,0.001152073732718894,0.0,0.12403993855606758,0.6196565582754842,-0.010605364165301466,0.49561661971941656,0.004123107868673415,-0.005376344086021506,0.1758832565284178,0.6638655462184875,133.0,5.10752688172043
COLINA,85891.0,32066,15472,97,200,98425.0,23768,63287,410,888,-8298,47815,688,313,12534.0,1.1459291427506957,47835,38056.0,0.5569268025753571,88353,10072.0,0.8976682753365507,0.3407414727611936,0.3733336438043567,0.24148336296672593,0.002328532675134764,0.009022098044196089,0.0011293383474403605,0.004165608331216662,0.18013528774842533,0.642997205994412,-0.13185028083763076,0.46286191824598666,0.006693565369061325,0.001837075656081898,0.5569268025753571,0.8976682753365507,12534.0,14.592914275069566
COLLIPULLI,21372.0,4852,2966,41,61,22197.0,3445,15075,132,274,-1407,12109,213,91,825.0,1.0386019090398653,7920,13452.0,0.37057832678270636,18926,3271.0,0.8526377438392576,0.48205941705655125,0.22702601534718322,0.15520115330900572,0.002854201759311248,0.012344010451862864,0.0019183979037993635,0.0059467495607514525,0.1387797117724125,0.6791458305176375,-0.0718248620381775,0.5403661187452251,0.009489808692551616,0.0030925478014402043,0.3705783267827063,0.8526377438392576,825.0,3.8601909039865245
COLTAUCO,15903.0,6155,1340,16,34,16800.0,4674,10605,120,232,-1481,9265,198,104,897.0,1.0564044519901905,7545,8358.0,0.4744387851348802,15631,1169.0,0.9304166666666667,0.4559778815317865,0.387033892976168,0.2782142857142857,0.0021379613909325284,0.01380952380952381,0.0010060994780858958,0.007142857142857143,0.08426083128969376,0.63125,-0.10881960726188233,0.5469891687103062,0.011671562418591281,0.005004895751924614,0.4744387851348802,0.9304166666666666,897.0,5.6404451990190525
COMBARBALA,12460.0,4428,604,15,17,12439.0,3716,6161,141,226,-712,5557,209,126,-21.0,0.998314606741573,5064,7396.0,0.4064205457463884,10244,2195.0,0.8235388696840582,0.4171183239376698,0.35537720706260034,0.2987378406624327,0.0013643659711075442,0.018168663075809954,0.001203852327447833,0.011335316343757536,0.048475120385232745,0.49529704960205806,-0.056639366400167646,0.4468219292168253,0.01680429710470241,0.009970950372649992,0.4064205457463885,0.8235388696840582,-21.0,-0.16853932584269662
CONCEPCION,201159.0,77106,27032,105,336,201204.0,65101,102263,864,2377,-12005,75231,2041,759,45.0,1.000223703637421,104579,96580.0,0.519882282174797,170605,30599.0,0.8479205184787578,0.3280382363039608,0.383308725933217,0.3235571857418342,0.0016703204927445453,0.011813880439752688,0.0005219751539826704,0.0042941492216854536,0.13438126059485284,0.5082553030754856,-0.059751540191382846,0.3738740424806328,0.010143559947008142,0.0026238287289409084,0.519882282174797,0.8479205184787579,45.0,0.022370363742114447
CONCHALI,119590.0,56245,8998,89,204,113797.0,46269,48425,609,1724,-9976,39427,1520,520,-5793.0,0.9515594949410486,65536,54054.0,0.548005686094155,97027,16770.0,0.8526323189539268,0.30462663285977176,0.47031524374947736,0.4065924409255077,0.0017058282465089055,0.015149784264963048,0.0007442093820553558,0.005351634928864557,0.07524040471611339,0.4255384588345914,-0.06372280282396964,0.35029805411847803,0.013443956018454143,0.0036458066823556517,0.548005686094155,0.8526323189539268,-5793.0,-4.844050505895141
CONCON,38162.0,15705,8573,32,74,42967.0,13231,24595,226,565,-2474,16022,491,194,4805.0,1.1259105916880667,24384,13778.0,0.6389602222105759,38617,4350.0,0.8987595131147159,0.25979929090414,0.4115350348514229,0.3079339958572858,0.00193910172422829,0.013149626457513906,0.0008385304753419633,0.005259850583005562,0.22464755515958282,0.5724160402169106,-0.10360103899413708,0.3477684850573278,0.011210524733285616,0.0033207488587772725,0.638960222210576,0.898759513114716,4805.0,12.591059168806668
CONSTITUCION,37475.0,13345,3624,36,75,39929.0,9433,25831,229,573,-3912,22207,498,193,2454.0,1.0654836557705136,17080,20395.0,0.45577051367578386,36066,3863.0,0.9032532745623482,0.4474827608865643,0.3561040693795864,0.23624433369230383,0.0020013342228152103,0.014350472087956123,0.0009606404269513008,0.005735179944401312,0.09670446964643095,0.6469232888376869,-0.11985973568728256,0.5502188191912559,0.012349137865140913,0.003733845721586102,0.4557705136757839,0.9032532745623482,2454.0,6.548365577051368
CONTULMO,6025.0,1149,933,3,9,6012.0,926,3996,41,60,-223,3063,51,38,-13.0,0.9978423236514523,2094,3931.0,0.347551867219917,5023,989.0,0.8354956753160346,0.48794380809611765,0.19070539419087137,0.15402528276779773,0.0014937759336099586,0.00998003992015968,0.0004979253112033195,0.006819693945442448,0.15485477178423238,0.6646706586826348,-0.03668011142307365,0.5098158868984024,0.008486263986549721,0.00532591801183249,0.347551867219917,0.8354956753160346,-13.0,-0.2157676348547718
COPIAPO,123347.0,51149,9660,64,230,124525.0,41033,63634,680,1649,-10116,53974,1419,616,1178.0,1.0095502930756322,61103,62244.0,0.49537483684240396,106996,17529.0,0.8592330857257579,0.3638582488833539,0.4146756710742864,0.3295161614133708,0.0018646582405733418,0.013242320819112629,0.0005188614234638865,0.005460750853242321,0.07831564610408036,0.5110138526400321,-0.08515950966091557,0.4326982065359517,0.011377662578539286,0.0035960926126689793,0.495374836842404,0.8592330857257577,1178.0,0.955029307563216
COQUIMBO,161763.0,67849,12365,98,264,177759.0,63400,88376,1238,3091,-4449,76011,2827,1140,15996.0,1.0988854064279223,80576,81187.0,0.4981114346296743,156105,21654.0,0.878183383119842,0.38007194849016773,0.41943460494674306,0.3566626724947823,0.0016320172103633094,0.017388711682671483,0.0006058245705136527,0.006964485623794013,0.07643898790205424,0.49716751331859427,-0.06277193245196078,0.42072852541654004,0.015756694472308173,0.005332468413430704,0.4981114346296743,0.8781833831198421,15996.0,9.888540642792233
CORONEL,86787.0,32442,10112,87,195,91428.0,25665,53358,423,1349,-6777,43246,1154,336,4641.0,1.0534757509765287,42836,43951.0,0.49357622685425234,80795,10633.0,0.8837008356302227,0.3901246087759704,0.3738117459988247,0.2807126919543247,0.00224688029313146,0.014754779717373233,0.001002454284627882,0.004626591416196351,0.11651514627766832,0.5836067725423284,-0.09309905404450003,0.46709162626466005,0.012507899424241773,0.0023797111230648912,0.4935762268542524,0.8837008356302227,4641.0,5.347575097652874
CORRAL,3084.0,1091,200,3,11,5545.0,1719,2615,28,63,628,2415,52,25,2461.0,1.7979896238651103,1305,1779.0,0.42315175097276264,4425,1120.0,0.7980162308385933,0.37486447986583066,0.3537613488975357,0.31000901713255186,0.0035667963683527885,0.011361587015329125,0.0009727626459143969,0.005049594229035167,0.0648508430609598,0.4715960324616772,-0.04375233176498383,0.4067451894007174,0.0077947906469763364,0.0014827978606823783,0.42315175097276264,0.7980162308385933,2461.0,79.79896238651104
COYHAIQUE,53714.0,17104,5220,43,61,54010.0,13776,25261,294,479,-3328,20041,418,251,296.0,1.0055106676099341,22428,31286.0,0.4175447741743307,39810,14200.0,0.7370857248657656,0.3195409506914349,0.3184272256767323,0.25506387705980377,0.0011356443385337157,0.008868728013330865,0.0008005361730647504,0.005443436400666544,0.09718136798599993,0.46770968339196445,-0.06336334861692855,0.37052831540596454,0.0077330836747971496,0.004307792062132828,0.41754477417433067,0.7370857248657656,296.0,0.5510667609934096
CUNCO,19466.0,3977,1835,31,46,20424.0,3648,11109,108,225,-329,9274,179,77,958.0,1.0492140141785677,5889,13577.0,0.302527483817939,15090,5334.0,0.7388366627497063,0.4363091789317673,0.2043049419500668,0.17861339600470036,0.002363094626528306,0.011016451233842537,0.0015925202917908146,0.005287896592244419,0.09426692694955306,0.543918918918919,-0.025691545945366434,0.4496519919693659,0.008653356607314231,0.002924801965716113,0.3025274838179389,0.7388366627497063,958.0,4.921401417856776
CURACAUTIN,20992.0,3491,2378,20,33,21469.0,2909,11354,78,191,-582,8976,158,58,477.0,1.0227229420731707,5922,15070.0,0.2821074695121951,14532,6937.0,0.6768829475057059,0.39477547799351076,0.1663014481707317,0.135497694349993,0.0015720274390243903,0.008896548511807724,0.0009527439024390244,0.0036331454655549864,0.11328125,0.5288555591783501,-0.03080375382073869,0.41557430917835014,0.007324521072783334,0.002061118026530596,0.2821074695121951,0.6768829475057059,477.0,2.2722942073170733
CURACAVI,24457.0,11071,2755,25,77,28178.0,10216,14992,200,356,-855,12237,279,175,3721.0,1.1521445802837633,13928,10529.0,0.5694893077646481,25764,2414.0,0.9143303286251686,0.3448410208605205,0.452672036635728,0.36255234580168927,0.0031483828760682014,0.012633969763645397,0.0010222022324896758,0.007097735822272695,0.11264668602036226,0.5320462772375613,-0.09011969083403876,0.419399591217199,0.009485586887577196,0.003949352946204494,0.5694893077646482,0.9143303286251686,3721.0,15.214458028376335
CURACO DE VELEZ,1922.0,523,105,0,4,3725.0,888,2038,49,56,365,1933,52,49,1803.0,1.9380853277835588,632,1290.0,0.32882414151925077,3031,694.0,0.8136912751677853,0.4848671336485345,0.2721123829344433,0.23838926174496644,0.002081165452653486,0.015033557046979866,0.0,0.013154362416107382,0.05463059313215401,0.5471140939597315,-0.033723121189476846,0.4924835008275775,0.01295239159432638,0.011073196963453897,0.32882414151925077,0.8136912751677852,1803.0,93.80853277835588
CURANILAHUE,30642.0,9807,3229,38,84,29792.0,6519,18916,150,405,-3288,15687,321,112,-850.0,0.9722602963253051,13158,17484.0,0.4294106128842765,25990,3802.0,0.8723818474758325,0.44297123459155596,0.3200509105149794,0.2188171321160043,0.0027413354219698455,0.013594253490870033,0.0012401279289863587,0.0050349087003222345,0.10537823901834084,0.6349355531686359,-0.10123377839897513,0.529557314150295,0.010852918068900187,0.002293573278352389,0.42941061288427645,0.8723818474758325,-850.0,-2.773970367469486
CURARREHUE,8322.0,1740,891,12,12,8678.0,1672,4693,53,124,-68,3802,112,41,356.0,1.0427781783225187,2655,5667.0,0.3190338860850757,6542,2136.0,0.7538603364830606,0.4348264503979849,0.20908435472242248,0.1926711223784282,0.0014419610670511895,0.014289006683567642,0.0014419610670511895,0.006107398017976493,0.10706560922855082,0.5407928094030883,-0.016413232343994277,0.4337272001745375,0.012847045616516452,0.004665436950925303,0.31903388608507566,0.7538603364830606,356.0,4.277817832251863
CUREPTO,9718.0,2724,677,16,15,10265.0,2674,6132,83,173,-50,5455,158,67,547.0,1.056287301913974,3432,6286.0,0.3531590862317349,9062,1203.0,0.8828056502679006,0.5296465640361656,0.28030458942169173,0.2604968339016074,0.0015435274747890512,0.016853385289819774,0.0016464293064416546,0.008085728202630297,0.06966454002881252,0.5973697028738432,-0.019807755520084347,0.5277051628450307,0.015309857815030723,0.006542200727841245,0.3531590862317349,0.8828056502679006,547.0,5.628730191397406
CURICO,117175.0,48391,14296,106,222,120244.0,36144,71872,621,1531,-12247,57576,1309,515,3069.0,1.0261915937700021,63015,54160.0,0.5377853637721357,110168,10076.0,0.9162037191044875,0.3784183553323518,0.4129805845956902,0.30058880276770567,0.0018946020908896949,0.012732444030471374,0.0009046298271815661,0.005164498852333588,0.12200554725837423,0.5977179734539769,-0.11239178182798454,0.4757124261956027,0.010837841939581679,0.0032698967614438936,0.5377853637721356,0.9162037191044875,3069.0,2.6191593770002135
DALCAHUE,12332.0,3344,634,12,22,13142.0,3183,7667,103,141,-161,7033,119,91,810.0,1.06568277651638,4012,8320.0,0.32533246837495944,11094,2048.0,0.8441637498097702,0.5188312814348107,0.27116445021083363,0.24220057829858468,0.0017839766461239053,0.010728960584385938,0.0009730781706130393,0.007837467660934409,0.051410963347388906,0.5833967432658652,-0.028963871912248945,0.5319857799184763,0.008944983938262032,0.006053491014810503,0.3253324683749595,0.8441637498097702,810.0,6.568277651638015
DIEGO DE ALMAGRO,9433.0,3408,349,3,13,12340.0,4012,4510,65,175,604,4161,162,62,2907.0,1.3081734336902364,3773,5660.0,0.3999787978373794,8762,3578.0,0.7100486223662885,0.31006982452890913,0.36128485105480757,0.3251215559157212,0.0013781405703381744,0.014181523500810372,0.0003180324393088095,0.00526742301458671,0.03699777377292484,0.36547811993517015,-0.03616329513908634,0.3284803461622453,0.012803382930472198,0.0038892824442485355,0.39997879783737944,0.7100486223662885,2907.0,30.817343369023643
DOÑIHUE,17612.0,7866,1383,14,27,18815.0,6179,10869,107,295,-1687,9486,268,93,1203.0,1.0683057006586418,9290,8322.0,0.5274812627753804,17450,1365.0,0.9274515014615998,0.3999702386862194,0.446627299568476,0.32840818495880947,0.0015330456506927096,0.015678979537602975,0.000794912559618442,0.005686951900079723,0.07852600499659323,0.5776773850651076,-0.11821911460966655,0.49915138006851434,0.014145933886910265,0.004153906249387013,0.5274812627753803,0.9274515014615997,1203.0,6.830570065864183
EL BOSQUE,138923.0,64391,11059,107,274,133176.0,53314,62906,746,1791,-11077,51847,1517,639,-5747.0,0.9586317600397343,75831,63092.0,0.5458491394513507,118757,14419.0,0.8917297410944915,0.34588060164314083,0.46350136406498565,0.4003273863158527,0.001972315599288815,0.0134483690755091,0.0007702108362186247,0.005601609899681624,0.07960524895085767,0.4723523758034481,-0.06317397774913297,0.3927471268525904,0.011476053476220285,0.003629294300392809,0.5458491394513507,0.8917297410944914,-5747.0,-4.136823996026576
EL CARMEN,12336.0,2390,1353,13,18,12409.0,2056,8679,66,115,-334,7326,97,53,73.0,1.0059176394293126,3774,8562.0,0.30593385214007784,10916,1493.0,0.8796841002498187,0.5737502481097408,0.19374189364461739,0.16568619550326377,0.0014591439688715954,0.009267467160931582,0.0010538261997405966,0.005318720283665082,0.10967898832684825,0.6994117173019583,-0.028055698141353613,0.58973272897511,0.007808323192059987,0.0038595763147934864,0.30593385214007784,0.8796841002498188,73.0,0.5917639429312581
EL MONTE,27418.0,12605,2378,28,64,28625.0,10305,15793,162,398,-2300,13415,334,134,1207.0,1.0440221752133634,15075,12343.0,0.5498212852870377,26658,1967.0,0.9312838427947598,0.3814625575077222,0.4597344809978846,0.36,0.0023342329856298784,0.013903930131004367,0.0010212269312130718,0.00565938864628821,0.08673134437231016,0.5517205240174673,-0.09973448099788462,0.4649891796451571,0.011569697145374489,0.0033251556606583316,0.5498212852870377,0.9312838427947598,1207.0,4.402217521336349
EL QUISCO,12914.0,5767,1437,7,30,15611.0,6146,7460,63,300,379,6023,270,56,2697.0,1.2088431159981416,7241,5673.0,0.5607093077280471,13969,1642.0,0.8948177567100122,0.3341084489819651,0.4465696143719994,0.3936967522900519,0.002323060244695679,0.01921721862789059,0.0005420473904289918,0.004035615911857024,0.11127458572092302,0.4778681698802127,-0.05287286208194747,0.36659358415928966,0.016894158383194913,0.001712555667161345,0.5607093077280471,0.8948177567100122,2697.0,20.884311599814158
EL TABO,9043.0,4192,1006,6,15,14168.0,6022,6598,68,211,1830,5592,196,62,5125.0,1.5667367024217627,5219,3824.0,0.5771314829149619,12899,1269.0,0.9104319593450029,0.333300476430041,0.4635629768882008,0.42504234895539245,0.0016587415680636957,0.014892715979672502,0.0006634966272254782,0.004799548277809147,0.11124626783147186,0.46569734613212876,-0.03852062793280836,0.3544510783006569,0.013233974411608807,0.003140806709745451,0.5771314829149617,0.9104319593450029,5125.0,56.673670242176264
EMPEDRADO,2422.0,383,327,5,4,4360.0,763,3187,20,34,380,2860,30,15,1938.0,1.8001651527663087,719,1703.0,0.29686209744013214,4004,356.0,0.918348623853211,0.6214865264130789,0.15813377374071017,0.175,0.0016515276630883566,0.007798165137614679,0.002064409578860446,0.0045871559633027525,0.13501238645747315,0.7309633027522936,0.016866226259289824,0.5959509162948204,0.006146637474526323,0.002935628300214396,0.2968620974401321,0.9183486238532109,1938.0,80.01651527663088
ERCILLA,7747.0,1451,953,25,26,7871.0,1716,4544,61,146,265,3591,120,36,124.0,1.016006195946818,2455,5292.0,0.31689686330192335,6467,1404.0,0.8216236818701562,0.5047268185682329,0.18729830902284755,0.21801549993647568,0.0033561378598167034,0.018549104306949563,0.003227055634439138,0.0077499682378350905,0.12301536078481994,0.5773091093888959,0.030717190913628123,0.45429374860407595,0.01519296644713286,0.004393830378018387,0.31689686330192335,0.8216236818701563,124.0,1.6006195946818125
ESTACION CENTRAL,127362.0,52728,9905,66,241,125410.0,45262,49811,683,1635,-7466,39906,1394,617,-1952.0,0.9846736075124448,62940,64422.0,0.4941819380977058,97391,28019.0,0.7765808149270393,0.28239887682933357,0.4140010364158854,0.3609122079578981,0.0018922441544573735,0.013037237859819792,0.0005182079427144674,0.005446136671716769,0.07777044958464849,0.3971852324376047,-0.05308882845798735,0.3194147828529562,0.011144993705362418,0.0035538925172593954,0.4941819380977057,0.7765808149270393,-1952.0,-1.5326392487555158
FLORIDA,9919.0,2508,1059,9,20,10780.0,2085,7517,76,119,-423,6458,99,67,861.0,1.086803105151729,3596,6323.0,0.36253654602278457,9797,983.0,0.9088126159554731,0.5462760699326885,0.25284806936183085,0.19341372912801486,0.0020163322915616494,0.01103896103896104,0.0009073495312027422,0.007050092764378479,0.10676479483818933,0.6973098330241188,-0.059434340233815997,0.5905450381859294,0.00902262874739939,0.005033760472816829,0.3625365460227846,0.9088126159554732,861.0,8.6803105151729
FREIRE,20922.0,4497,2047,15,39,23225.0,4789,14599,139,349,292,12552,310,124,2303.0,1.1100755185928688,6598,14324.0,0.3153618200936813,19876,3349.0,0.8558019375672766,0.5404401174735953,0.214941210209349,0.20620021528525295,0.001864066532836249,0.015026910656620021,0.0007169486664754804,0.005984930032292788,0.09783959468502056,0.6285898815931109,-0.008740994924096052,0.5307502869080903,0.013162844123783773,0.004120863499456538,0.3153618200936813,0.8558019375672767,2303.0,11.007551859286876
FREIRINA,3175.0,1360,124,1,6,6075.0,2244,2803,55,78,884,2679,72,54,2900.0,1.9133858267716535,1491,1684.0,0.46960629921259844,5180,895.0,0.8526748971193415,0.3830685979067431,0.4283464566929134,0.3693827160493827,0.001889763779527559,0.012839506172839505,0.00031496062992125983,0.00905349794238683,0.03905511811023622,0.46139917695473254,-0.05896374064353066,0.42234405884449633,0.010949742393311946,0.007163734162859272,0.4696062992125984,0.8526748971193416,2900.0,91.33858267716536
FRESIA,9828.0,2393,1109,15,20,12336.0,2599,7912,104,113,206,6803,93,89,2508.0,1.2551892551892552,3537,6291.0,0.3598901098901099,10728,1608.0,0.8696498054474708,0.5097596955573609,0.2434879934879935,0.21068417639429313,0.002035002035002035,0.009160181582360571,0.0015262515262515263,0.008430609597924773,0.11284086284086284,0.6413748378728924,-0.032803817093700366,0.5285339750320296,0.007125179547358536,0.006395607562922737,0.3598901098901099,0.8696498054474708,2508.0,25.518925518925517
FRUTILLAR,16065.0,5060,2589,13,34,18117.0,4022,11721,134,223,-1038,9132,189,121,2052.0,1.1277310924369748,7696,8369.0,0.4790538437597261,16100,2017.0,0.8886681017828559,0.40961425802312984,0.3149704326174914,0.22200143511618922,0.0021164021164021165,0.012308881161340178,0.0008092125739184563,0.007396368052105757,0.1611577964519141,0.6469614174532208,-0.09296899750130219,0.4858036210013067,0.010192479044938061,0.005279965935703641,0.47905384375972615,0.8886681017828559,2052.0,12.773109243697478
FUTALEUFU,2406.0,441,204,2,2,3940.0,578,1406,25,40,137,1202,38,23,1534.0,1.6375727348295928,649,1757.0,0.26974231088944306,2049,1891.0,0.5200507614213198,0.2503084505318767,0.18329177057356608,0.1467005076142132,0.0008312551953449709,0.01015228426395939,0.0008312551953449709,0.006345177664974619,0.08478802992518704,0.3568527918781726,-0.03659126295935289,0.27206476195298557,0.00932102906861442,0.005513922469629649,0.2697423108894431,0.5200507614213199,1534.0,63.75727348295926
FUTRONO,14042.0,3407,2117,26,37,15126.0,2758,9595,100,152,-649,7478,115,74,1084.0,1.07719698048711,5587,8455.0,0.39787779518587096,12605,2521.0,0.8333333333333334,0.4354555381474624,0.24262925509186725,0.18233505222795188,0.0026349522859991452,0.01004892238529684,0.0018515880928642644,0.006611133148221605,0.1507619997151403,0.634338225571863,-0.060294202863915375,0.4835762258567228,0.007413970099297694,0.003976180862222459,0.39787779518587096,0.8333333333333334,1084.0,7.71969804871101
GALVARINO,11998.0,2472,995,24,46,12017.0,2454,7395,101,159,-18,6400,113,77,19.0,1.001583597266211,3537,8461.0,0.2947991331888648,10109,1908.0,0.8412249313472581,0.5464257981583933,0.20603433905650942,0.20421070150619955,0.0038339723287214534,0.013231255721061829,0.0020003333888981498,0.008404759923441791,0.08293048841473578,0.6153782141965549,-0.00182363755030987,0.5324477257818191,0.009397283392340375,0.004570787594720338,0.2947991331888648,0.8412249313472582,19.0,0.1583597266211035
GENERAL LAGOS,1710.0,187,68,3,5,1655.0,92,648,4,19,-95,580,14,1,-55.0,0.9678362573099415,263,1447.0,0.15380116959064327,763,892.0,0.4610271903323263,0.30722602074168304,0.10935672514619883,0.05558912386706949,0.0029239766081871343,0.011480362537764351,0.0017543859649122807,0.002416918429003021,0.03976608187134503,0.3915407854984894,-0.05376760127912934,0.35177470362714436,0.008556385929577217,-0.0005070581791841132,0.1538011695906433,0.4610271903323263,-55.0,-3.216374269005848
GORBEA,13761.0,2897,1732,17,21,15621.0,2444,9691,93,155,-453,7959,134,76,1860.0,1.1351645955962504,4667,9094.0,0.3391468643267204,12383,3238.0,0.792714935023366,0.45356807069664556,0.21052249109803067,0.15645605274950386,0.001526051885764116,0.009922540170283593,0.0012353753360947605,0.005953524102170156,0.1258629460068309,0.6203828180014084,-0.05406643834852681,0.4945198719945775,0.008396488284519478,0.00442747221640604,0.3391468643267204,0.792714935023366,1860.0,13.516459559625027
GRANEROS,26614.0,12968,2230,33,61,27396.0,9559,15194,162,336,-3409,12964,275,129,782.0,1.0293830314871872,15292,11322.0,0.574584804989855,25251,2145.0,0.9217038983793254,0.34711909338947045,0.4872623431276772,0.34891955029931376,0.0022920267528368527,0.012264564169951819,0.0012399488990756744,0.005913272010512484,0.08379048621026527,0.5546065118995473,-0.13834279282836343,0.47081602568928205,0.009972537417114966,0.003621245257675631,0.574584804989855,0.9217038983793254,782.0,2.9383031487187194
GUAITECAS,1053.0,265,63,1,0,1571.0,383,700,14,15,118,637,15,13,518.0,1.4919278252611585,329,724.0,0.3124406457739791,1112,459.0,0.7078294080203692,0.3953887622463901,0.251661918328585,0.2437937619350732,0.0,0.009548058561425843,0.000949667616334283,0.008911521323997454,0.05982905982905983,0.44557606619987267,-0.007868156393511766,0.38574700637081283,0.009548058561425843,0.008911521323997454,0.3124406457739791,0.7078294080203691,518.0,49.192782526115856
HIJUELAS,15422.0,6338,1266,16,28,15967.0,4453,9924,100,280,-1885,8658,252,84,545.0,1.0353391259240046,7648,7774.0,0.4959149267280508,14757,1210.0,0.9242187010709588,0.428303774342908,0.4109713396446635,0.27888770589340517,0.001815588120866295,0.017536168347216132,0.0010374789262093114,0.006262917266862905,0.08209052003631176,0.6215319095634747,-0.1320836337512583,0.5394413895271629,0.015720580226349836,0.00444732914599661,0.4959149267280509,0.9242187010709589,545.0,3.533912592400467
HUALAIHUE,5597.0,1466,334,7,7,8911.0,2095,5218,78,115,629,4884,108,71,3314.0,1.5921029122744328,1814,3783.0,0.3241021976058603,7506,1405.0,0.8423297048591628,0.5182275072533025,0.2619260318027515,0.23510268207833016,0.0012506700017866715,0.012905397822915497,0.0012506700017866715,0.00875322634945573,0.059674825799535466,0.5855683986084614,-0.026823349724421325,0.525893572808926,0.011654727821128825,0.007502556347669058,0.32410219760586034,0.8423297048591628,3314.0,59.21029122744327
HUALAÑE,9360.0,3147,726,7,23,9802.0,2816,5810,79,153,-331,5084,130,72,442.0,1.0472222222222223,3903,5457.0,0.4169871794871795,8858,944.0,0.9036931238522751,0.48670594436509557,0.33621794871794874,0.28728830850846765,0.002457264957264957,0.015609059375637625,0.0007478632478632479,0.008059579677616812,0.07756410256410257,0.592736176290553,-0.048929640209481096,0.5151720737264505,0.013151794418372668,0.005602314720351855,0.4169871794871795,0.9036931238522751,442.0,4.722222222222222
HUALPEN,77416.0,34255,9006,74,189,76817.0,26284,42148,343,1227,-7971,33142,1038,269,-599.0,0.9922625813785264,43524,33892.0,0.5622093624057043,70002,6815.0,0.9112826587864665,0.34907329638076223,0.44247959078226723,0.34216384394079435,0.0024413557920843236,0.015973026803962665,0.0009558747545726982,0.004465157452126482,0.11633254107678,0.548680630589583,-0.10031574684147287,0.43234808951280307,0.01353167101187834,0.0020238016600421585,0.5622093624057043,0.9112826587864665,-599.0,-0.7737418621473596
HUALQUI,19079.0,7077,1840,37,49,21028.0,5255,13222,112,330,-1822,11382,281,75,1949.0,1.1021542009539285,9003,10076.0,0.4718800775721998,18919,2109.0,0.8997051550313867,0.4278250774591869,0.3709313905340951,0.24990488871980218,0.0025682687771895803,0.01569336123264219,0.0019393049950207034,0.005326231691078562,0.09644111326589444,0.6287806733878638,-0.12102650181429289,0.5323395601219694,0.01312509245545261,0.002757962913888982,0.4718800775721998,0.8997051550313868,1949.0,10.21542009539284
