comuna,entrada_electores,entrada_apruebo,entrada_rechazo,entrada_blancos,entrada_nulos,salida_electores,salida_apruebo,salida_rechazo,salida_blancos,salida_nulos,crec_apruebo,crec_rechazo,crec_nulos,crec_blancos,aumento_votantes,aumento_votantes_p,entrada_votos,entrada_abs,entrada_p_vot,salida_votos,salida_abs,salida_p_vot,crec_prob_voto,entrada_prob_apruebo,salida_prob_apruebo,entrada_prob_nulo,salida_prob_nulo,entrada_prob_blanco,salida_prob_blanco,entrada_prob_rechazo,salida_prob_rechazo,crec_prob_apruebo,crec_prob_rechazo,crec_prob_nulo,crec_prob_blanco,entrada_prob_votar,salida_prob_votar,crec_padron,crec_padron_porc
HUARA,9041.0,1136,379,6,8,8521.0,664,2243,8,45,-472,1864,37,2,-520.0,0.9424842384691959,1529,7512.0,0.1691184603473067,2960,5561.0,0.34737706841919963,0.17825860807189292,0.12564981749806436,0.07792512615890154,0.0008848578697046787,0.005281070296913508,0.000663643402278509,0.0009388569416735125,0.04192014157725915,0.26323201502171106,-0.04772469133916282,0.2213118734444519,0.004396212427208829,5.3999071968833775e-05,0.1691184603473067,0.3473770684191996,-520.0,-5.7515761530804115
HUASCO,4240.0,1990,219,2,9,8503.0,3367,3659,61,112,1377,3440,103,59,4263.0,2.0054245283018868,2220,2020.0,0.5235849056603774,7199,1304.0,0.8466423615194637,0.3230574558590863,0.4693396226415094,0.3959778901564154,0.0021226415094339622,0.013171821709984712,0.0004716981132075472,0.007173938609902388,0.05165094339622642,0.4303187110431612,-0.07336173248509403,0.37866776764693477,0.01104918020055075,0.005051297100468425,0.5235849056603774,0.8466423615194637,4263.0,100.54245283018868
HUECHURABA,70674.0,36148,8156,70,149,75558.0,29953,37049,349,987,-6195,28893,838,279,4884.0,1.0691060361660583,44523,26151.0,0.6299770778504118,68338,7220.0,0.9044442679795653,0.27446719012915355,0.5114752242691796,0.3964239392254956,0.002108271783116846,0.013062812673707616,0.0009904632538132836,0.004618968209852034,0.115403118544302,0.49033854787051007,-0.11505128504368395,0.37493542932620805,0.01095454089059077,0.002510696426735188,0.6299770778504117,0.9044442679795653,4884.0,6.910603616605824
ILLAPEL,27634.0,11166,1382,29,56,28017.0,9889,13523,217,416,-1277,12141,360,188,383.0,1.0138597380039083,12633,15001.0,0.45715423029601215,24045,3972.0,0.8582289324338794,0.4010747021378673,0.40406745313743936,0.35296427169218686,0.0020264891076210464,0.014848127922332869,0.0010494318593037562,0.007745297497947674,0.05001085619164797,0.482671235321412,-0.0511031814452525,0.432660379129764,0.012821638814711822,0.0057188083903266275,0.4571542302960121,0.8582289324338794,383.0,1.3859738003908229
INDEPENDENCIA,81550.0,31299,6991,51,130,83884.0,27284,35067,427,1126,-4015,28076,996,376,2334.0,1.028620478234212,38471,43079.0,0.4717473942366646,63904,19980.0,0.7618139335272519,0.2900665392905873,0.38380134886572653,0.32525869057269563,0.0015941140404659717,0.013423298841256974,0.0006253832004904967,0.005090362882075246,0.08572654812998161,0.4180415812312241,-0.0585426582930309,0.3323150331012425,0.011829184800791002,0.003496248841609275,0.4717473942366646,0.7618139335272518,2334.0,2.862047823421214
IQUIQUE,167867.0,61103,18879,114,275,165165.0,44451,84433,723,2170,-16652,65554,1895,609,-2702.0,0.9839039239397857,80371,87496.0,0.4787778419820453,131777,33388.0,0.7978506342142706,0.3190727922322253,0.36399649722697136,0.26913086913086914,0.0016382016715614147,0.013138376774740411,0.0006791090565745501,0.004377440741077105,0.112464034026938,0.5112039475675839,-0.09486562809610222,0.3987399135406459,0.011500175103178996,0.00273923906951569,0.4787778419820453,0.7978506342142706,-2702.0,-1.6096076060214337
ISLA DE MAIPO,27290.0,12381,2765,21,59,29326.0,9991,16710,134,360,-2390,13945,301,113,2036.0,1.0746060828142177,15226,12064.0,0.5579333089043605,27195,2131.0,0.9273341062538362,0.3694007973494756,0.4536826676438256,0.3406874445884198,0.0021619640894100403,0.01227579622178272,0.0007695126419934042,0.004569324149219123,0.10131916452913155,0.5698015412944145,-0.11299522305540577,0.468482376765283,0.010113832132372678,0.0024073600598090825,0.5579333089043607,0.9273341062538363,2036.0,7.460608281421766
ISLA DE PASCUA,3986.0,1561,263,6,6,6459.0,2355,1865,41,80,794,1602,74,35,2473.0,1.6204214751630708,1836,2150.0,0.4606121424987456,4341,2118.0,0.672085462145843,0.21147331964709737,0.39162067235323633,0.36460752438457966,0.0015052684395383843,0.012385818238117356,0.0015052684395383843,0.006347731847035145,0.06598093326643252,0.2887443876761109,-0.02701314796865667,0.22276345440967837,0.010880549798578972,0.00484246340749676,0.46061214249874566,0.6720854621458431,2473.0,62.042147516307075
JUAN FERNANDEZ,563.0,216,38,0,0,875.0,315,226,4,10,99,188,10,4,312.0,1.5541740674955595,254,309.0,0.4511545293072824,555,320.0,0.6342857142857142,0.18313118497843184,0.3836589698046181,0.36,0.0,0.011428571428571429,0.0,0.004571428571428572,0.0674955595026643,0.2582857142857143,-0.023658969804618124,0.19079015478305,0.011428571428571429,0.004571428571428572,0.4511545293072824,0.6342857142857143,312.0,55.41740674955595
LA CISTERNA,83559.0,37198,8483,42,124,81019.0,30768,35441,385,1064,-6430,26958,940,343,-2540.0,0.969602316925765,45847,37712.0,0.5486781794899412,67658,13361.0,0.8350880657623521,0.2864098862724108,0.4451704783446427,0.3797627716955282,0.0014839813784272191,0.01313272195410953,0.0005026388539834129,0.004751971759710685,0.1015210809128879,0.43744060035300364,-0.0654077066491145,0.3359195194401157,0.01164874057568231,0.003267990381283466,0.5486781794899411,0.8350880657623521,-2540.0,-3.039768307423497
LA CRUZ,15760.0,6989,1988,7,22,17258.0,5621,9747,77,278,-1368,7759,256,70,1498.0,1.0950507614213199,9006,6754.0,0.5714467005076143,15723,1535.0,0.9110557422644571,0.3396090417568428,0.44346446700507614,0.3257040213234442,0.0013959390862944162,0.01610847143353807,0.00044416243654822336,0.0044616989222389615,0.12614213197969543,0.5647815505852358,-0.11776044568163191,0.4386394186055404,0.014712532347243653,0.0030657598359445453,0.5714467005076143,0.9110557422644571,1498.0,9.50507614213198
LA ESTRELLA,3456.0,1158,315,3,8,3922.0,1222,2287,19,68,64,1972,60,16,466.0,1.134837962962963,1484,1972.0,0.42939814814814814,3596,326.0,0.9168791432942376,0.48748099514608945,0.3350694444444444,0.3115757266700663,0.0023148148148148147,0.017338092809790925,0.0008680555555555555,0.004844467108618052,0.09114583333333333,0.5831208567057624,-0.023493717774378142,0.4919750233724291,0.01502327799497611,0.0025296522938032372,0.42939814814814814,0.9168791432942377,466.0,13.483796296296296
LA FLORIDA,307073.0,152821,28662,179,479,307448.0,134270,134628,1501,4553,-18551,105966,4074,1322,375.0,1.0012212079863745,182141,124932.0,0.5931521169233375,274952,32496.0,0.8943040774374854,0.30115196051414794,0.4976699351619973,0.436724259061695,0.0015598896679291244,0.01480900835263199,0.000582923278829464,0.004882126408368244,0.09333936881458155,0.43788868361479016,-0.060945676100302326,0.3445493148002086,0.013249118684702865,0.00332223674043912,0.5931521169233375,0.8943040774374854,375.0,0.12212079863745755
LA GRANJA,104909.0,49981,7065,74,206,99739.0,42306,42882,514,1736,-7675,35817,1530,440,-5170.0,0.9507191947306713,57326,47583.0,0.5464354821797939,87438,12301.0,0.8766681037507895,0.33023262157099564,0.4764224232430011,0.4241670760685389,0.00196360655425178,0.01740542816751722,0.0007053732282263676,0.005153450505820191,0.06734407915431469,0.42994214900891325,-0.05225534717446223,0.3625980698545986,0.01544182161326544,0.003189843951568411,0.546435482179794,0.8766681037507895,-5170.0,-4.928080526932865
LA HIGUERA,2408.0,752,120,3,6,4550.0,1444,2274,25,83,692,2154,77,22,2142.0,1.8895348837209303,881,1527.0,0.3658637873754153,3826,724.0,0.8408791208791209,0.47501533350370556,0.3122923588039867,0.31736263736263737,0.0024916943521594683,0.018241758241758242,0.0012458471760797341,0.005494505494505495,0.04983388704318937,0.4997802197802198,0.005070278558650665,0.44994633273703044,0.015750063889598775,0.0030028111423460267,0.36586378737541525,0.8408791208791209,2142.0,88.95348837209302
LA LIGUA,26529.0,11712,2011,19,49,31022.0,11405,16366,210,420,-307,14355,371,191,4493.0,1.1693618304496967,13791,12738.0,0.5198462060386747,28401,2621.0,0.9155115724324673,0.3956653663937926,0.4414791360398055,0.367642318354716,0.0018470353198386672,0.013538778931081168,0.0007161973689170342,0.006769389465540584,0.07580383731011346,0.5275610856811295,-0.07383681768508948,0.451757248371016,0.011691743611242502,0.004922354145701917,0.5198462060386746,0.9155115724324672,4493.0,16.936183044969656
LA PINTANA,139554.0,64779,8487,117,340,136057.0,54702,63136,775,2042,-10077,54649,1702,658,-3497.0,0.9749415996675123,73723,65831.0,0.5282757928830417,120655,15402.0,0.8867974451884136,0.3585216523053719,0.46418590653080527,0.4020520811130629,0.002436332889060865,0.015008415590524559,0.0008383851412356508,0.005696142058107999,0.060815168321939894,0.4640408064267182,-0.06213382541774237,0.4032256381047783,0.012572082701463694,0.0032598091690471337,0.5282757928830417,0.8867974451884136,-3497.0,-2.505840033248778
LA REINA,91690.0,39970,19003,83,127,90260.0,30190,45487,463,899,-9780,26484,772,380,-1430.0,0.9844039698985713,59183,32507.0,0.6454684262187806,77039,13221.0,0.8535231553290494,0.2080547291102688,0.43592540080706726,0.3344781741635276,0.001385101974042971,0.009960115222690007,0.0009052241247682408,0.005129625526257478,0.20725269931290216,0.5039552404165744,-0.10144722664353967,0.2967025411036722,0.008575013248647036,0.0037445235522145072,0.6454684262187806,0.8535231553290495,-1430.0,-1.5596030101428726
LA SERENA,168783.0,71496,16300,101,218,187331.0,68172,91678,1015,2867,-3324,75378,2649,914,18548.0,1.1098925839687646,88115,80668.0,0.5220608710592891,163732,23599.0,0.8740251213093402,0.35196425025005107,0.4235971632214145,0.3639120060214273,0.001291599272438575,0.015304461087593618,0.0005984014977811746,0.005418216952880196,0.09657370706765492,0.489390437247439,-0.05968515719998718,0.39281673017978413,0.014012861815155044,0.0041266176804416205,0.5220608710592891,0.8740251213093402,18548.0,10.989258396876462
LA UNION,35500.0,10749,4063,26,70,35746.0,8166,21795,199,392,-2583,17732,322,173,246.0,1.0069295774647888,14908,20592.0,0.419943661971831,30552,5194.0,0.8546970290382141,0.4347533670663831,0.3027887323943662,0.22844514071504504,0.001971830985915493,0.01096626195938007,0.0007323943661971831,0.005567056453868964,0.11445070422535211,0.60971856990992,-0.07434359167932117,0.49526786568456793,0.008994430973464577,0.003595225467953471,0.419943661971831,0.8546970290382142,246.0,0.6929577464788733
LAGO RANCO,8521.0,1951,1039,18,22,9949.0,1996,6035,69,159,45,4996,137,51,1428.0,1.167585964088722,3030,5491.0,0.35559206665884285,8259,1690.0,0.830133681777063,0.4745416151182202,0.22896373665062786,0.20062317820886522,0.002581856589602159,0.01598150567896271,0.0021124281187654033,0.006935370388983817,0.12193404529984743,0.6065936275002513,-0.028340558441762642,0.48465958220040384,0.01339964908936055,0.004353513799381658,0.3555920666588428,0.830133681777063,1428.0,16.758596408872197
LAGO VERDE,1159.0,247,124,2,0,1099.0,249,533,9,13,2,409,13,7,-60.0,0.9482312338222606,373,786.0,0.32182916307161347,804,295.0,0.7315741583257507,0.4097449952541372,0.21311475409836064,0.22656960873521384,0.0,0.011828935395814377,0.001725625539257981,0.00818926296633303,0.10698878343399482,0.48498635122838946,0.013454854636853197,0.37799756779439464,0.011828935395814377,0.00818926296633303,0.3218291630716134,0.7315741583257508,-60.0,-5.176876617773943
LAGUNA BLANCA,423.0,67,33,0,0,705.0,158,347,3,4,91,314,4,3,282.0,1.6666666666666667,100,323.0,0.2364066193853428,512,193.0,0.7262411347517731,0.4898345153664303,0.15839243498817968,0.22411347517730495,0.0,0.005673758865248227,0.0,0.00425531914893617,0.07801418439716312,0.4921985815602837,0.06572104018912528,0.41418439716312055,0.005673758865248227,0.00425531914893617,0.2364066193853428,0.7262411347517731,282.0,66.66666666666666
LAJA,21446.0,7030,2202,25,70,21543.0,4796,13154,141,204,-2234,10952,134,116,97.0,1.0045229879697846,9327,12119.0,0.43490627622866734,18295,3248.0,0.8492317690200993,0.414325492791432,0.32780005595449035,0.22262451840505038,0.0032640119369579407,0.009469433226570116,0.0011657185489135503,0.006545049436011698,0.10267648978830551,0.6105927679524672,-0.10517553754943998,0.5079162781641617,0.006205421289612175,0.003281037499053757,0.4349062762286674,0.8492317690200994,97.0,0.45229879697845754
LAMPA,55415.0,25227,5190,53,89,66808.0,22301,37708,334,893,-2926,32518,804,281,11393.0,1.2055941532076153,30559,24856.0,0.5514571866823063,61236,5572.0,0.9165968147527243,0.365139628070418,0.4552377515113237,0.33380732846365707,0.0016060633402508347,0.013366662675128727,0.0009564197419471263,0.004999401269309065,0.09365695208878462,0.5644234223446294,-0.1214304230476666,0.4707664702558448,0.011760599334877893,0.0033933379290582303,0.5514571866823063,0.9165968147527244,11393.0,20.559415320761527
LANCO,13090.0,3868,1180,18,21,16718.0,4157,9222,120,253,289,8042,232,102,3628.0,1.2771581359816655,5087,8003.0,0.3886172650878533,13752,2966.0,0.8225864337839455,0.43396916869609214,0.2954927425515661,0.24865414523268334,0.0016042780748663102,0.01513338916138294,0.0013750954927425516,0.007177892092355545,0.09014514896867838,0.5516210072975236,-0.04683859731888276,0.46147585832884525,0.01352911108651663,0.005573614017489235,0.3886172650878533,0.8225864337839455,3628.0,27.715813598166537
LAS CABRAS,18844.0,6919,1333,18,34,21513.0,6245,13236,169,235,-674,11903,201,151,2669.0,1.141636595202717,8304,10540.0,0.44067077053704096,19885,1628.0,0.9243248268488821,0.4836540563118411,0.3671725748248779,0.2902895923395156,0.0018042878369772873,0.010923627574025008,0.000955211207811505,0.007855715148979687,0.07073869666737423,0.6152558917863618,-0.0768829824853623,0.5445171951189876,0.00911933973704772,0.0060514273120023995,0.44067077053704096,0.9243248268488821,2669.0,14.163659520271704
LAS CONDES,267875.0,73386,92459,237,461,275746.0,46740,168948,983,2077,-26646,76489,1616,746,7871.0,1.0293831077928137,166543,101332.0,0.6217190853943071,218748,56998.0,0.7932952789886345,0.1715761935943274,0.2739561362575828,0.16950381873173137,0.0017209519365375642,0.007532294212790031,0.0008847410172655156,0.0035648749211230624,0.34515725618292115,0.61269429112299,-0.10445231752585143,0.26753703494006886,0.005811342276252468,0.0018439229845854982,0.621719085394307,0.7932952789886345,7871.0,2.938310779281381
LAUTARO,33041.0,7692,4603,21,67,35188.0,6800,22527,159,469,-892,17924,402,138,2147.0,1.0649798734905118,12383,20658.0,0.37477679246996154,29955,5233.0,0.8512845288166421,0.47650773634668053,0.23280167065161467,0.19324769807889053,0.0020277836627220725,0.013328407411617596,0.0006355739838382616,0.004518585881550528,0.13931176417178656,0.6401898374445834,-0.03955397257272414,0.5008780732727968,0.011300623748895525,0.0024908022188284556,0.37477679246996154,0.851284528816642,2147.0,6.497987349051179
LEBU,22183.0,5630,2786,26,74,22001.0,4292,14260,147,251,-1338,11474,177,121,-182.0,0.991795519091196,8516,13667.0,0.38389757922733625,18950,3051.0,0.8613244852506704,0.47742690602333415,0.25379795338772937,0.19508204172537613,0.003335887842041203,0.011408572337621017,0.00117206870125772,0.0066815144766146995,0.125591669296308,0.6481523567110586,-0.05871591166235324,0.5225606874147506,0.008072684495579813,0.0033456266345734966,0.3838975792273363,0.8613244852506705,-182.0,-0.8204480908804039
LICANTEN,4183.0,1465,318,7,9,6881.0,2012,4032,42,77,547,3714,68,35,2698.0,1.6449916327994263,1799,2384.0,0.43007410949079605,6163,718.0,0.8956547013515478,0.46558059186075174,0.35022710972985893,0.29239936055805843,0.002151565861821659,0.011190233977619531,0.0016734401147501792,0.006103763987792472,0.07602199378436529,0.5859613428280773,-0.0578277491718005,0.5099393490437121,0.009038668115797873,0.003952198125970812,0.43007410949079605,0.8956547013515478,2698.0,64.49916327994262
LIMACHE,38584.0,15572,4531,41,77,41237.0,13136,22659,250,674,-2436,18128,597,209,2653.0,1.0687590711175616,20221,18363.0,0.524077337756583,36719,4518.0,0.8904381987050465,0.36636086094846343,0.4035869790586772,0.318548876009409,0.0019956458635703917,0.016344544947498606,0.0010626166286543644,0.0060625166719208475,0.11743209620568111,0.549482261076218,-0.08503810304926818,0.4320501648705369,0.014348899083928215,0.004066870808350456,0.524077337756583,0.8904381987050465,2653.0,6.8759071117561685
LINARES,81791.0,25878,9828,48,124,82766.0,20437,52116,353,976,-5441,42288,852,305,975.0,1.0119206269638468,35878,45913.0,0.43865461970143416,73882,8884.0,0.8926612377063046,0.4540066180048704,0.3163917790465944,0.24692506584829518,0.0015160592241200133,0.01179228185486794,0.0005868616351432309,0.004265036367590557,0.12015991979557653,0.6296788536355509,-0.0694667131982992,0.5095189338399744,0.010276222630747928,0.0027489771434705433,0.43865461970143416,0.8926612377063046,975.0,1.1920626963846876
LITUECHE,6158.0,1971,547,4,7,7022.0,2153,4159,59,129,182,3612,122,55,864.0,1.1403052939265996,2529,3629.0,0.4106852874309841,6500,522.0,0.9256622045001424,0.5149769170691583,0.3200714517700552,0.3066078040444318,0.0011367327054238388,0.01837083452007975,0.0006495615459564793,0.008402164625462831,0.08882754140954856,0.592281401310168,-0.013463647725623418,0.5034538599006195,0.01723410181465591,0.007265431920038992,0.4106852874309841,0.9256622045001424,864.0,14.030529392659954
LLAILLAY,20722.0,10304,1275,15,51,21301.0,8497,10476,121,293,-1807,9201,242,106,579.0,1.0279413184055592,11645,9077.0,0.5619631309719139,19387,1914.0,0.910145063612037,0.3481819326401231,0.4972493002605926,0.39890146002535093,0.002461152398417141,0.013755222759494859,0.0007238683524756298,0.005680484484296512,0.06152880996042853,0.4918078963428947,-0.09834784023524168,0.43027908638246615,0.011294070361077718,0.003219332085879371,0.561963130971914,0.9101450636120368,579.0,2.794131840555931
LLANQUIHUE,16021.0,5682,2077,25,27,16423.0,4058,10345,85,186,-1624,8268,159,60,402.0,1.0250920666625054,7811,8210.0,0.4875475937831596,14674,1749.0,0.8935030140656397,0.4059554202824801,0.3546595093939205,0.2470924922364976,0.0016852880594220086,0.011325579979297326,0.0015604519068722301,0.005175668270108994,0.1296423444229449,0.6299092735797357,-0.1075670171574229,0.5002669291567908,0.009640291919875317,0.003490380210686985,0.48754759378315965,0.8935030140656395,402.0,2.509206666250546
LO BARNECHEA,81361.0,21111,33903,66,178,86150.0,12340,60927,221,572,-8771,27024,394,155,4789.0,1.0588611251090818,55258,26103.0,0.679170609997419,74060,12090.0,0.8596633778293674,0.18049276783194845,0.25947321198117035,0.1432385374347069,0.0021877803861801107,0.006639582124201973,0.0008111994690330748,0.0025652930934416717,0.41669841816103537,0.7072199651770168,-0.11623467454646344,0.29052154701598143,0.004451801738021862,0.00037751270726156094,0.6791706099974189,0.8596633778293674,4789.0,5.886112510908174
LO ESPEJO,91022.0,44277,5402,99,215,86195.0,36771,36987,473,1402,-7506,31585,1187,374,-4827.0,0.9469688646700798,49993,41029.0,0.5492408428731516,75633,10562.0,0.8774638900168223,0.3282230471436708,0.48644283799520993,0.42660247114101746,0.002362066313638461,0.01626544463135913,0.0010876491397684076,0.005487557282905041,0.059348289424534725,0.4291084169615407,-0.05984036685419247,0.36976012753700593,0.013903378317720667,0.00312549096926658,0.5492408428731516,0.8774638900168223,-4827.0,-5.303113532992024
LO PRADO,89765.0,44379,6697,74,216,84541.0,36115,36585,405,1228,-8264,29888,1012,331,-5224.0,0.9418035982844093,51366,38399.0,0.5722274828719434,74333,10208.0,0.8792538531600051,0.3070263702880618,0.49439090959728177,0.4271891744833868,0.002406283072466997,0.014525496504654546,0.0008243747563081379,0.004790574987284277,0.07460591544588648,0.4327486071846796,-0.06720173511389499,0.35814269173879315,0.01211921343218755,0.0023842919148172794,0.5722274828719435,0.8792538531600053,-5224.0,-5.819640171559071
LOLOL,6714.0,1815,593,10,15,7054.0,1603,4728,63,82,-212,4135,67,53,340.0,1.0506404527852249,2433,4281.0,0.3623771224307417,6476,578.0,0.9180606747944429,0.5556835523637011,0.2703306523681859,0.227246952083924,0.002234137622877569,0.011624610150269351,0.0014894250819183796,0.008931102920328891,0.08832290735775991,0.6702580096399207,-0.04308370028426187,0.5819351022821607,0.009390472527391782,0.006696965297451321,0.36237712243074177,0.9180606747944429,340.0,5.0640452785224905
LONCOCHE,23045.0,6125,2072,13,27,23751.0,5066,13599,138,338,-1059,11527,311,125,706.0,1.0306357127359513,8237,14808.0,0.35743111303970493,19141,4610.0,0.8059029093511852,0.4484717963114803,0.2657843349967455,0.2132962822617995,0.00117162074202647,0.014230979748221127,0.0005641136906053373,0.0058102816723506374,0.08991104361032762,0.572565365668814,-0.05248805273494597,0.48265432205848635,0.013059359006194657,0.004638660930324168,0.35743111303970493,0.8059029093511852,706.0,3.06357127359514
LONGAVI,24370.0,4881,2089,15,39,27847.0,4858,20257,122,307,-23,18168,268,107,3477.0,1.1426754205990972,7024,17346.0,0.2882232252769799,25544,2303.0,0.9172980931518655,0.6290748678748856,0.20028723840787854,0.17445326246992496,0.001600328272466147,0.011024526879017489,0.0006155108740254411,0.004381082342801738,0.08572014772260976,0.7274392214601214,-0.025833975937953585,0.6417190737375117,0.009424198606551342,0.0027807540703355914,0.2882232252769799,0.9172980931518656,3477.0,14.267542059909724
LONQUIMAY,11672.0,1839,1273,22,37,12116.0,1716,6564,80,156,-123,5291,119,58,444.0,1.0380397532556545,3171,8501.0,0.2716758053461275,8516,3600.0,0.7028722350610762,0.4311964297149487,0.15755654557916382,0.14163090128755365,0.003169979437971213,0.012875536480686695,0.0018848526387936944,0.006602839220864972,0.10906442769019876,0.541762958071971,-0.01592564429161017,0.4326985303817722,0.009705557042715482,0.0034328597828937593,0.27167580534612745,0.7028722350610763,444.0,3.8039753255654554
LOS ALAMOS,15995.0,3667,2114,25,35,18295.0,3013,12837,83,276,-654,10723,241,58,2300.0,1.1437949359174742,5841,10154.0,0.36517661769302906,16209,2086.0,0.8859797758950533,0.5208031582020243,0.22925914348233822,0.164689805957912,0.002188183807439825,0.015086089095381252,0.0015629884338855893,0.004536758677234217,0.13216630196936544,0.7016671221645259,-0.06456933752442623,0.5695008201951605,0.012897905287941427,0.002348574869794392,0.36517661769302906,0.8859797758950534,2300.0,14.379493591747423
LOS ANDES,56032.0,25366,5773,37,100,56117.0,19104,28906,251,732,-6262,23133,632,214,85.0,1.0015169902912622,31276,24756.0,0.5581810394060537,48993,7124.0,0.8730509471283212,0.31486990772226753,0.45270559680182754,0.34043159826790453,0.0017846944603083952,0.013044175561772725,0.0006603369503141062,0.004472797904378352,0.10303041119360365,0.5151023753942655,-0.112273998533923,0.41207196420066183,0.01125948110146433,0.002688103444069957,0.5581810394060537,0.8730509471283212,85.0,0.15169902912621358
LOS ANGELES,159881.0,43089,24766,168,318,168033.0,30777,117768,686,1793,-12312,93002,1475,518,8152.0,1.0509879222671863,68341,91540.0,0.4274491653167043,151024,17009.0,0.89877583569894,0.47132667038223575,0.26950669560485613,0.18316045062576994,0.001988979303356872,0.010670523052019544,0.0010507815187545738,0.004082531407521141,0.15490270888973673,0.7008623306136295,-0.08634624497908619,0.5459596217238927,0.008681543748662673,0.0020935521041642695,0.42744916531670435,0.89877583569894,8152.0,5.098792226718622
LOS LAGOS,18478.0,5257,2008,24,34,19323.0,3908,11871,102,162,-1349,9863,128,78,845.0,1.0457300573655157,7323,11155.0,0.39630912436410864,16043,3280.0,0.8302541013300212,0.43394497696591255,0.28450048706569975,0.20224602804947472,0.0018400259768373201,0.008383791336748951,0.0012988418660028142,0.00527868343424934,0.10866976945556879,0.6143455985095482,-0.08225445901622502,0.5056758290539793,0.006543765359911632,0.0034386574574120196,0.39630912436410864,0.8302541013300212,845.0,4.573005736551575
LOS MUERMOS,15856.0,2724,2232,28,23,16572.0,2405,11937,148,182,-319,9705,159,120,716.0,1.0451564076690212,5007,10849.0,0.3157795156407669,14672,1900.0,0.8853487810765146,0.5695692654357477,0.17179616548940463,0.14512430605841178,0.0014505549949545913,0.010982379917933865,0.0017658930373360242,0.008930726526671495,0.14076690211907164,0.7203113685734974,-0.026671859430992845,0.5795444664544258,0.009531824922979274,0.007480171531716903,0.31577951564076695,0.8853487810765145,716.0,4.515640766902119
LOS SAUCES,7360.0,1409,1050,12,24,7252.0,971,5080,41,71,-438,4030,47,29,-108.0,0.9853260869565217,2495,4865.0,0.3389945652173913,6163,1089.0,0.849834528405957,0.5108399631885656,0.19144021739130435,0.13389409817981246,0.003260869565217391,0.009790402647545505,0.0016304347826086956,0.005653612796469939,0.14266304347826086,0.7004964147821291,-0.057546119211491886,0.5578333713038682,0.006529533082328114,0.002392743231252548,0.3389945652173913,0.849834528405957,-108.0,-1.4673913043478262
LOS VILOS,16057.0,6789,1016,13,21,18942.0,6910,9135,122,302,121,8119,281,109,2885.0,1.1796724170143862,7839,8218.0,0.48819829357912436,16469,2473.0,0.8694435645655157,0.3812452709863914,0.4228062527246684,0.36479780382219407,0.00130784081708912,0.015943406187308627,0.0008096157439123124,0.0064407137577869285,0.06327458429345457,0.48226164079822614,-0.05800844890247431,0.4189870565047716,0.014635565370219508,0.005132872940697808,0.48819829357912436,0.8694435645655157,2885.0,17.967241701438624
LOTA,47952.0,17051,5664,69,159,46339.0,12268,26260,220,751,-4783,20596,592,151,-1613.0,0.9663621955288622,22943,25009.0,0.4784576242909576,39499,6840.0,0.8523921534776322,0.3739345291866746,0.35558475141808477,0.26474459958134616,0.0033158158158158157,0.016206650985131316,0.001438938938938939,0.004747620794579081,0.11811811811811812,0.5666932821165757,-0.0908401518367386,0.44857516399845754,0.0128908351693155,0.001431804978763265,0.4784576242909576,0.8523921534776322,-1613.0,-3.3637804471137804
LUMACO,6204.0,1151,864,26,23,9002.0,1458,6009,36,88,307,5145,65,10,2798.0,1.4509993552546745,2064,4140.0,0.33268858800773693,7591,1411.0,0.8432570539880027,0.5105684659802657,0.18552546744036105,0.1619640079982226,0.0037072856221792394,0.009775605421017552,0.004190844616376531,0.003999111308598089,0.13926499032882012,0.6675183292601644,-0.023561459442138444,0.5282533389313443,0.006068319798838312,0.00029182568641885004,0.33268858800773693,0.8432570539880027,2798.0,45.09993552546744
MACHALI,35155.0,15940,4392,32,42,39900.0,13167,22659,185,542,-2773,18267,500,153,4745.0,1.1349736879533494,20406,14749.0,0.5804579718389987,36553,3347.0,0.9161152882205513,0.3356573163815526,0.4534205660645712,0.33,0.0011947091452140521,0.013583959899749374,0.0009102545868297539,0.004636591478696742,0.12493244204238373,0.5678947368421052,-0.12342056606457119,0.4429622947997215,0.01238925075453532,0.0034418823334826897,0.5804579718389987,0.9161152882205514,4745.0,13.497368795334946
MACUL,98623.0,48060,10037,75,166,99756.0,42799,42945,472,1384,-5261,32908,1218,397,1133.0,1.0114881924094785,58338,40285.0,0.5915253034282064,87600,12156.0,0.8781426681101888,0.2866173646819824,0.4873102623120367,0.42903684991378965,0.0016831773521389533,0.013873852199366455,0.000760471695243503,0.004731544969726132,0.1017713920687872,0.4305004210273066,-0.05827341239824707,0.3287290289585194,0.012190674847227502,0.003048367617587178,0.5915253034282064,0.8781426681101888,1133.0,1.148819240947852
MAFIL,6998.0,2049,785,9,10,7349.0,1379,4718,43,78,-670,3933,68,34,351.0,1.0501571877679337,2853,4145.0,0.40768791083166617,6218,1131.0,0.8461015104095795,0.4384135995779133,0.2927979422692198,0.18764457749353652,0.0014289797084881394,0.010613688937270377,0.0012860817376393256,0.005851136209008029,0.11217490711631894,0.6419921077697646,-0.10515336477568327,0.5298172006534456,0.009184709228782237,0.004422156500519889,0.4076879108316662,0.8461015104095794,351.0,5.01571877679337
